source_set,source_path,package_name,type_name,type_kind,extends_types,implements_types,permits_types,visibility,modifiers,annotations,type_parameters,line_number
"main","app/src/main/java/de/mkalb/etpetssim/simulations/forest/model/ForestStatistics.java","de.mkalb.etpetssim.simulations.forest.model","ForestStatistics","CLASS","BaseTimedSimulationStatistics","","","public","final","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/forest/model/ForestTerminationCondition.java","de.mkalb.etpetssim.simulations.forest.model","ForestTerminationCondition","CLASS","","SimulationTerminationCondition<ForestEntity, ReadableGridModel<ForestEntity>, ForestStatistics>","","public","final","","","7"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/forest/model/ForestUpdateStrategy.java","de.mkalb.etpetssim.simulations.forest.model","ForestUpdateStrategy","CLASS","","SynchronousStepLogic<ForestEntity, ForestStatistics>","","public","final","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/forest/model/ForestUserAction.java","de.mkalb.etpetssim.simulations.forest.model","ForestUserAction","CLASS","","SimulationUserAction<ForestEntity, WritableGridModel<ForestEntity>, ForestConfig, ForestStatistics, ForestSimulationManager, NoUserActionContext>","","public","final","","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/forest/model/entity/ForestEntity.java","de.mkalb.etpetssim.simulations.forest.model.entity","ForestEntity","ENUM","","ConstantGridEntityDescriptorProvider","","public","","","","15"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/forest/view/ForestConfigView.java","de.mkalb.etpetssim.simulations.forest.view","ForestConfigView","CLASS","AbstractConfigView<ForestConfig, ForestConfigViewModel>","","","public","final","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/forest/view/ForestMainView.java","de.mkalb.etpetssim.simulations.forest.view","ForestMainView","CLASS","AbstractDefaultMainView<ForestEntity, GridCell<ForestEntity>, WritableGridModel<ForestEntity>, ForestConfig, ForestStatistics, ForestSimulationManager, NoUserActionContext, ForestConfigView, ForestObservationView>","","","public","final","","","19"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/forest/view/ForestObservationView.java","de.mkalb.etpetssim.simulations.forest.view","ForestObservationView","CLASS","AbstractObservationView<ForestEntity, GridCell<ForestEntity>, ForestStatistics, DefaultObservationViewModel<ForestEntity, GridCell<ForestEntity>, ForestStatistics>>","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/forest/viewmodel/ForestConfigViewModel.java","de.mkalb.etpetssim.simulations.forest.viewmodel","ForestConfigViewModel","CLASS","AbstractConfigViewModel<ForestConfig>","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/LabFactory.java","de.mkalb.etpetssim.simulations.lab","LabFactory","CLASS","","","","public","final","","","14"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/model/LabConfig.java","de.mkalb.etpetssim.simulations.lab.model","LabConfig","RECORD","","SimulationConfig","","public","","","","24"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/model/LabConstraints.java","de.mkalb.etpetssim.simulations.lab.model","LabConstraints","CLASS","","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/model/LabSimulationManager.java","de.mkalb.etpetssim.simulations.lab.model","LabSimulationManager","CLASS","","SimulationManager<LabEntity, WritableGridModel<LabEntity>, LabConfig, LabStatistics>","","public","final","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/model/LabStatistics.java","de.mkalb.etpetssim.simulations.lab.model","LabStatistics","CLASS","","SimulationStatistics","","public","final","","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/model/entity/LabEntity.java","de.mkalb.etpetssim.simulations.lab.model.entity","LabEntity","ENUM","","ConstantGridEntityDescriptorProvider","","public","","","","15"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/shared/LabColorMode.java","de.mkalb.etpetssim.simulations.lab.shared","LabColorMode","ENUM","","","","public","","","","6"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/shared/LabNeighborhoodHighlights.java","de.mkalb.etpetssim.simulations.lab.shared","LabNeighborhoodHighlights","RECORD","","","","public","","","","19"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/view/LabConfigView.java","de.mkalb.etpetssim.simulations.lab.view","LabConfigView","CLASS","AbstractConfigView<LabConfig, LabConfigViewModel>","","","public","final","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/view/LabControlView.java","de.mkalb.etpetssim.simulations.lab.view","LabControlView","CLASS","AbstractControlView<LabControlViewModel>","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/view/LabMainView.java","de.mkalb.etpetssim.simulations.lab.view","LabMainView","CLASS","AbstractMainView<LabMainViewModel, NoUserActionContext, LabConfigView, LabControlView, LabObservationView>","","","public","final","","","24"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/view/LabObservationView.java","de.mkalb.etpetssim.simulations.lab.view","LabObservationView","CLASS","AbstractObservationView<LabEntity, GridCell<LabEntity>, LabStatistics, DefaultObservationViewModel<LabEntity, GridCell<LabEntity>, LabStatistics>>","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/viewmodel/LabConfigViewModel.java","de.mkalb.etpetssim.simulations.lab.viewmodel","LabConfigViewModel","CLASS","AbstractConfigViewModel<LabConfig>","","","public","final","","","16"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/viewmodel/LabControlViewModel.java","de.mkalb.etpetssim.simulations.lab.viewmodel","LabControlViewModel","CLASS","","SimulationControlViewModel","","public","final","","","7"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/lab/viewmodel/LabMainViewModel.java","de.mkalb.etpetssim.simulations.lab.viewmodel","LabMainViewModel","CLASS","AbstractMainViewModel<LabEntity, WritableGridModel<LabEntity>, LabConfig, LabStatistics>","","","public","final","","","19"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/LangtonFactory.java","de.mkalb.etpetssim.simulations.langton","LangtonFactory","CLASS","","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/LangtonCell.java","de.mkalb.etpetssim.simulations.langton.model","LangtonCell","RECORD","","GridCellView<LangtonEntity>","","public","","","","17"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/LangtonConfig.java","de.mkalb.etpetssim.simulations.langton.model","LangtonConfig","RECORD","","SimulationConfig","","public","","","","24"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/LangtonConstraints.java","de.mkalb.etpetssim.simulations.langton.model","LangtonConstraints","CLASS","","","","public","final","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/LangtonGridModel.java","de.mkalb.etpetssim.simulations.langton.model","LangtonGridModel","RECORD","","CompositeGridModel<LangtonEntity>","","public","","","","16"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/LangtonSimulationManager.java","de.mkalb.etpetssim.simulations.langton.model","LangtonSimulationManager","CLASS","AbstractTimedSimulationManager<LangtonEntity, LangtonGridModel, LangtonConfig, LangtonStatistics>","","","public","final","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/LangtonStatistics.java","de.mkalb.etpetssim.simulations.langton.model","LangtonStatistics","CLASS","BaseTimedSimulationStatistics","","","public","final","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/LangtonStepRunner.java","de.mkalb.etpetssim.simulations.langton.model","LangtonStepRunner","CLASS","","SimulationStepRunner<LangtonStatistics>","","public","final","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/LangtonTerminationCondition.java","de.mkalb.etpetssim.simulations.langton.model","LangtonTerminationCondition","CLASS","","SimulationTerminationCondition<LangtonEntity, LangtonGridModel, LangtonStatistics>","","public","final","","","6"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/LangtonUserAction.java","de.mkalb.etpetssim.simulations.langton.model","LangtonUserAction","CLASS","","SimulationUserAction<LangtonEntity, LangtonGridModel, LangtonConfig, LangtonStatistics, LangtonSimulationManager, LangtonUserActionContext>","","public","final","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/entity/Ant.java","de.mkalb.etpetssim.simulations.langton.model.entity","Ant","CLASS","","AntEntity","","public","final","","","5"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/entity/AntEntity.java","de.mkalb.etpetssim.simulations.langton.model.entity","AntEntity","INTERFACE","LangtonEntity","","Ant, NoAgent","public","sealed","","","6"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/entity/EntityDescriptors.java","de.mkalb.etpetssim.simulations.langton.model.entity","EntityDescriptors","ENUM","","SpecBackedGridEntityDescriptorProvider","","public","","@SuppressWarnings(""SameParameterValue"")","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/entity/LangtonEntity.java","de.mkalb.etpetssim.simulations.langton.model.entity","LangtonEntity","INTERFACE","GridEntity","","AntEntity, TerrainConstant","public","sealed","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/entity/NoAgent.java","de.mkalb.etpetssim.simulations.langton.model.entity","NoAgent","ENUM","","AntEntity, ConstantGridEntity","","public","","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/model/entity/TerrainConstant.java","de.mkalb.etpetssim.simulations.langton.model.entity","TerrainConstant","ENUM","","LangtonEntity, ConstantGridEntityDescriptorProvider","","public","","","","26"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonDirectionOptions.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonDirectionOptions","CLASS","","","","public","final","","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonMovementRules.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonMovementRules","RECORD","","","","public","","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonMovementRules.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonMovementRules.AntTurn","ENUM","","","","public","","","","136"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonRulePreset.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonRulePreset","INTERFACE","","","LangtonRulePresetHexagon, LangtonRulePresetSquare, LangtonRulePresetTriangle","public","sealed","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonRulePresetHexagon.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonRulePresetHexagon","ENUM","","LangtonRulePreset","","public","","@SuppressWarnings(""SpellCheckingInspection"")","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonRulePresetSquare.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonRulePresetSquare","ENUM","","LangtonRulePreset","","public","","@SuppressWarnings(""SpellCheckingInspection"")","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonRulePresetTriangle.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonRulePresetTriangle","ENUM","","LangtonRulePreset","","public","","","","15"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonUserActionContext.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonUserActionContext","INTERFACE","SimulationUserActionContext","","LangtonUserActionContext.FixedAction, LangtonUserActionContext.AddAnt","public","sealed","@SuppressWarnings(""MarkerInterface"")","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonUserActionContext.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonUserActionContext.FixedAction","ENUM","","LangtonUserActionContext","","public","","","","16"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/shared/LangtonUserActionContext.java","de.mkalb.etpetssim.simulations.langton.shared","LangtonUserActionContext.AddAnt","RECORD","","LangtonUserActionContext","","public","","","","25"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/view/LangtonConfigView.java","de.mkalb.etpetssim.simulations.langton.view","LangtonConfigView","CLASS","AbstractConfigView<LangtonConfig, LangtonConfigViewModel>","","","public","final","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/view/LangtonMainView.java","de.mkalb.etpetssim.simulations.langton.view","LangtonMainView","CLASS","AbstractDefaultMainView<LangtonEntity, LangtonCell, LangtonGridModel, LangtonConfig, LangtonStatistics, LangtonSimulationManager, LangtonUserActionContext, LangtonConfigView, LangtonObservationView>","","","public","final","","","30"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/view/LangtonObservationView.java","de.mkalb.etpetssim.simulations.langton.view","LangtonObservationView","CLASS","AbstractObservationView<LangtonEntity, LangtonCell, LangtonStatistics, DefaultObservationViewModel<LangtonEntity, LangtonCell, LangtonStatistics>>","","","public","final","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/viewmodel/LangtonConfigViewModel.java","de.mkalb.etpetssim.simulations.langton.viewmodel","LangtonConfigViewModel","CLASS","AbstractConfigViewModel<LangtonConfig>","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/viewmodel/LangtonEditToolBarViewModel.java","de.mkalb.etpetssim.simulations.langton.viewmodel","LangtonEditToolBarViewModel","CLASS","","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/langton/viewmodel/LangtonRuleProperty.java","de.mkalb.etpetssim.simulations.langton.viewmodel","LangtonRuleProperty","CLASS","","","","public","final","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/ReboundingFactory.java","de.mkalb.etpetssim.simulations.rebounding","ReboundingFactory","CLASS","","","","public","final","","","14"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/ReboundingConfig.java","de.mkalb.etpetssim.simulations.rebounding.model","ReboundingConfig","RECORD","","SimulationConfig","","public","","","","24"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/ReboundingConstraints.java","de.mkalb.etpetssim.simulations.rebounding.model","ReboundingConstraints","CLASS","","","","public","final","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/ReboundingSimulationManager.java","de.mkalb.etpetssim.simulations.rebounding.model","ReboundingSimulationManager","CLASS","AbstractTimedSimulationManager<ReboundingEntity, WritableGridModel<ReboundingEntity>, ReboundingConfig, ReboundingStatistics>","","","public","final","","","15"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/ReboundingStatistics.java","de.mkalb.etpetssim.simulations.rebounding.model","ReboundingStatistics","CLASS","BaseTimedSimulationStatistics","","","public","final","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/ReboundingStepLogic.java","de.mkalb.etpetssim.simulations.rebounding.model","ReboundingStepLogic","CLASS","","AgentStepLogic<ReboundingEntity, ReboundingStatistics>","","public","final","","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/ReboundingTerminationCondition.java","de.mkalb.etpetssim.simulations.rebounding.model","ReboundingTerminationCondition","CLASS","","SimulationTerminationCondition<ReboundingEntity, ReadableGridModel<ReboundingEntity>, ReboundingStatistics>","","public","final","","","7"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/ReboundingUserAction.java","de.mkalb.etpetssim.simulations.rebounding.model","ReboundingUserAction","CLASS","","SimulationUserAction<ReboundingEntity, WritableGridModel<ReboundingEntity>, ReboundingConfig, ReboundingStatistics, ReboundingSimulationManager, ReboundingUserActionContext>","","public","final","","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/entity/EntityDescriptors.java","de.mkalb.etpetssim.simulations.rebounding.model.entity","EntityDescriptors","ENUM","","SpecBackedGridEntityDescriptorProvider","","public","","@SuppressWarnings(""SameParameterValue"")","","7"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/entity/Rebounder.java","de.mkalb.etpetssim.simulations.rebounding.model.entity","Rebounder","CLASS","","ReboundingEntity","","public","final","","","5"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/entity/ReboundingEntity.java","de.mkalb.etpetssim.simulations.rebounding.model.entity","ReboundingEntity","INTERFACE","GridEntity","","TerrainConstant, Rebounder","public","sealed","","","8"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/model/entity/TerrainConstant.java","de.mkalb.etpetssim.simulations.rebounding.model.entity","TerrainConstant","ENUM","","ReboundingEntity, ConstantGridEntity","","public","","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/shared/ReboundingUserActionContext.java","de.mkalb.etpetssim.simulations.rebounding.shared","ReboundingUserActionContext","INTERFACE","SimulationUserActionContext","","ReboundingUserActionContext.FixedAction, ReboundingUserActionContext.AddRebounder","public","sealed","@SuppressWarnings(""MarkerInterface"")","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/shared/ReboundingUserActionContext.java","de.mkalb.etpetssim.simulations.rebounding.shared","ReboundingUserActionContext.FixedAction","ENUM","","ReboundingUserActionContext","","public","","","","16"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/shared/ReboundingUserActionContext.java","de.mkalb.etpetssim.simulations.rebounding.shared","ReboundingUserActionContext.AddRebounder","RECORD","","ReboundingUserActionContext","","public","","","","28"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/view/ReboundingConfigView.java","de.mkalb.etpetssim.simulations.rebounding.view","ReboundingConfigView","CLASS","AbstractConfigView<ReboundingConfig, ReboundingConfigViewModel>","","","public","final","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/view/ReboundingMainView.java","de.mkalb.etpetssim.simulations.rebounding.view","ReboundingMainView","CLASS","AbstractDefaultMainView<ReboundingEntity, GridCell<ReboundingEntity>, WritableGridModel<ReboundingEntity>, ReboundingConfig, ReboundingStatistics, ReboundingSimulationManager, ReboundingUserActionContext, ReboundingConfigView, ReboundingObservationView>","","","public","final","","","29"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/view/ReboundingObservationView.java","de.mkalb.etpetssim.simulations.rebounding.view","ReboundingObservationView","CLASS","AbstractObservationView<ReboundingEntity, GridCell<ReboundingEntity>, ReboundingStatistics, DefaultObservationViewModel<ReboundingEntity, GridCell<ReboundingEntity>, ReboundingStatistics>>","","","public","final","","","15"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/viewmodel/ReboundingConfigViewModel.java","de.mkalb.etpetssim.simulations.rebounding.viewmodel","ReboundingConfigViewModel","CLASS","AbstractConfigViewModel<ReboundingConfig>","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/rebounding/viewmodel/ReboundingEditToolBarViewModel.java","de.mkalb.etpetssim.simulations.rebounding.viewmodel","ReboundingEditToolBarViewModel","CLASS","","","","public","final","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/SnakeFactory.java","de.mkalb.etpetssim.simulations.snake","SnakeFactory","CLASS","","","","public","final","","","14"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/SnakeConfig.java","de.mkalb.etpetssim.simulations.snake.model","SnakeConfig","RECORD","","SimulationConfig","","public","","","","31"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/SnakeConstraints.java","de.mkalb.etpetssim.simulations.snake.model","SnakeConstraints","CLASS","","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/SnakeSimulationManager.java","de.mkalb.etpetssim.simulations.snake.model","SnakeSimulationManager","CLASS","AbstractTimedSimulationManager<SnakeEntity, WritableGridModel<SnakeEntity>, SnakeConfig, SnakeStatistics>","","","public","final","","","15"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/SnakeStatistics.java","de.mkalb.etpetssim.simulations.snake.model","SnakeStatistics","CLASS","BaseTimedSimulationStatistics","","","public","final","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/SnakeStepLogic.java","de.mkalb.etpetssim.simulations.snake.model","SnakeStepLogic","CLASS","","AgentStepLogic<SnakeEntity, SnakeStatistics>","","public","final","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/SnakeTerminationCondition.java","de.mkalb.etpetssim.simulations.snake.model","SnakeTerminationCondition","CLASS","","SimulationTerminationCondition<SnakeEntity, ReadableGridModel<SnakeEntity>, SnakeStatistics>","","public","final","","","7"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/SnakeUserAction.java","de.mkalb.etpetssim.simulations.snake.model","SnakeUserAction","CLASS","","SimulationUserAction<SnakeEntity, WritableGridModel<SnakeEntity>, SnakeConfig, SnakeStatistics, SnakeSimulationManager, SnakeUserActionContext>","","public","final","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/entity/EntityDescriptors.java","de.mkalb.etpetssim.simulations.snake.model.entity","EntityDescriptors","ENUM","","SpecBackedGridEntityDescriptorProvider","","public","","@SuppressWarnings(""SameParameterValue"")","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/entity/SnakeEntity.java","de.mkalb.etpetssim.simulations.snake.model.entity","SnakeEntity","INTERFACE","GridEntity","","TerrainConstant, SnakeHead","public","sealed","","","8"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/entity/SnakeHead.java","de.mkalb.etpetssim.simulations.snake.model.entity","SnakeHead","CLASS","","SnakeEntity","","public","final","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/entity/TerrainConstant.java","de.mkalb.etpetssim.simulations.snake.model.entity","TerrainConstant","ENUM","","SnakeEntity, ConstantGridEntity","","public","","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/strategy/AnonymousMoveStrategy.java","de.mkalb.etpetssim.simulations.snake.model.strategy","AnonymousMoveStrategy","INTERFACE","SnakeMoveStrategy","","","package-private","","@FunctionalInterface","","6"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/strategy/MoveContext.java","de.mkalb.etpetssim.simulations.snake.model.strategy","MoveContext","RECORD","","","","public","","","","26"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/strategy/MoveDecision.java","de.mkalb.etpetssim.simulations.snake.model.strategy","MoveDecision","INTERFACE","","","","public","","","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/strategy/NamedMoveStrategy.java","de.mkalb.etpetssim.simulations.snake.model.strategy","NamedMoveStrategy","RECORD","","SnakeMoveStrategy","","package-private","","","","5"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/strategy/SnakeMoveStrategies.java","de.mkalb.etpetssim.simulations.snake.model.strategy","SnakeMoveStrategies","CLASS","","","","public","final","","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/strategy/SnakeMoveStrategies.java","de.mkalb.etpetssim.simulations.snake.model.strategy","SnakeMoveStrategies.ScoredMove","RECORD","","MoveDecision","","private","","","","220"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/model/strategy/SnakeMoveStrategy.java","de.mkalb.etpetssim.simulations.snake.model.strategy","SnakeMoveStrategy","INTERFACE","","","","public","","","","8"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/shared/SnakeDeathMode.java","de.mkalb.etpetssim.simulations.snake.shared","SnakeDeathMode","ENUM","","","","public","","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/shared/SnakeUserActionContext.java","de.mkalb.etpetssim.simulations.snake.shared","SnakeUserActionContext","INTERFACE","SimulationUserActionContext","","SnakeUserActionContext.FixedAction, SnakeUserActionContext.AddSnake","public","sealed","@SuppressWarnings(""MarkerInterface"")","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/shared/SnakeUserActionContext.java","de.mkalb.etpetssim.simulations.snake.shared","SnakeUserActionContext.FixedAction","ENUM","","SnakeUserActionContext","","public","","","","16"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/shared/SnakeUserActionContext.java","de.mkalb.etpetssim.simulations.snake.shared","SnakeUserActionContext.AddSnake","RECORD","","SnakeUserActionContext","","public","","","","29"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/view/SnakeConfigView.java","de.mkalb.etpetssim.simulations.snake.view","SnakeConfigView","CLASS","AbstractConfigView<SnakeConfig, SnakeConfigViewModel>","","","public","final","","","11"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/view/SnakeMainView.java","de.mkalb.etpetssim.simulations.snake.view","SnakeMainView","CLASS","AbstractDefaultMainView<SnakeEntity, GridCell<SnakeEntity>, WritableGridModel<SnakeEntity>, SnakeConfig, SnakeStatistics, SnakeSimulationManager, SnakeUserActionContext, SnakeConfigView, SnakeObservationView>","","","public","final","","","27"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/view/SnakeObservationView.java","de.mkalb.etpetssim.simulations.snake.view","SnakeObservationView","CLASS","AbstractObservationView<SnakeEntity, GridCell<SnakeEntity>, SnakeStatistics, DefaultObservationViewModel<SnakeEntity, GridCell<SnakeEntity>, SnakeStatistics>>","","","public","final","","","15"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/viewmodel/SnakeConfigViewModel.java","de.mkalb.etpetssim.simulations.snake.viewmodel","SnakeConfigViewModel","CLASS","AbstractConfigViewModel<SnakeConfig>","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/snake/viewmodel/SnakeEditToolBarViewModel.java","de.mkalb.etpetssim.simulations.snake.viewmodel","SnakeEditToolBarViewModel","CLASS","","","","public","final","","","8"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/start/StartFactory.java","de.mkalb.etpetssim.simulations.start","StartFactory","CLASS","","","","public","final","","","9"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/start/StartMainView.java","de.mkalb.etpetssim.simulations.start","StartMainView","CLASS","","SimulationMainView, SimulationControlView","","public","final","","","23"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/sugar/SugarFactory.java","de.mkalb.etpetssim.simulations.sugar","SugarFactory","CLASS","","","","public","final","","","13"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/sugar/model/SugarAgentLogic.java","de.mkalb.etpetssim.simulations.sugar.model","SugarAgentLogic","CLASS","","","","public","final","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/sugar/model/SugarAgentLogic.java","de.mkalb.etpetssim.simulations.sugar.model","SugarAgentLogic.AgentMoveCandidate","RECORD","","","","private","","","","199"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/sugar/model/SugarBalance.java","de.mkalb.etpetssim.simulations.sugar.model","SugarBalance","CLASS","","","","public","final","","","10"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/sugar/model/SugarCell.java","de.mkalb.etpetssim.simulations.sugar.model","SugarCell","RECORD","","GridCellView<SugarEntity>","","public","","","","17"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/sugar/model/SugarConfig.java","de.mkalb.etpetssim.simulations.sugar.model","SugarConfig","RECORD","","SimulationConfig","","public","","","","32"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/sugar/model/SugarConstraints.java","de.mkalb.etpetssim.simulations.sugar.model","SugarConstraints","CLASS","","","","public","final","","","12"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/sugar/model/SugarGridModel.java","de.mkalb.etpetssim.simulations.sugar.model","SugarGridModel","RECORD","","CompositeGridModel<SugarEntity>","","public","","","","16"
"main","app/src/main/java/de/mkalb/etpetssim/simulations/sugar/model/SugarResourceLogic.java","de.mkalb.etpetssim.simulations.sugar.model","SugarResourceLogic","CLASS","","","","public","final","","","5"
