source_set,source_path,package_name,declaring_type,declaring_type_kind,member_name,member_kind,parameter_types,visibility,modifiers,return_type,throws_types,annotations,type_parameters,line_number
"main","app/src/main/java/de/mkalb/etpetssim/AboutDialog.java","de.mkalb.etpetssim","AboutDialog","CLASS","<init>","CONSTRUCTOR","List<Image>","public","","","","","","34"
"main","app/src/main/java/de/mkalb/etpetssim/AboutDialog.java","de.mkalb.etpetssim","AboutDialog","CLASS","showAboutDialog","METHOD","","public","","void","","","","45"
"main","app/src/main/java/de/mkalb/etpetssim/AboutDialog.java","de.mkalb.etpetssim","AboutDialog","CLASS","createTextAreaTab","METHOD","String, String","private","","Tab","","","","80"
"main","app/src/main/java/de/mkalb/etpetssim/AboutDialog.java","de.mkalb.etpetssim","AboutDialog","CLASS","buildManifestSummary","METHOD","","private","","String","","","","100"
"main","app/src/main/java/de/mkalb/etpetssim/AboutDialog.java","de.mkalb.etpetssim","AboutDialog","CLASS","readManifestInfo","METHOD","","private","","Map<String, String>","","","","125"
"main","app/src/main/java/de/mkalb/etpetssim/AboutDialog.java","de.mkalb.etpetssim","AboutDialog","CLASS","getResourceAsString","METHOD","String","private","","String","","","","158"
"main","app/src/main/java/de/mkalb/etpetssim/AppLauncher.java","de.mkalb.etpetssim","AppLauncher","CLASS","<init>","CONSTRUCTOR","","private","","","","","","22"
"main","app/src/main/java/de/mkalb/etpetssim/AppLauncher.java","de.mkalb.etpetssim","AppLauncher","CLASS","parseArgumentsAndHandleHelp","METHOD","String[]","private","static","AppArgs","","@SuppressWarnings(""CallToSystemExit"")","","35"
"main","app/src/main/java/de/mkalb/etpetssim/AppLauncher.java","de.mkalb.etpetssim","AppLauncher","CLASS","initAppLogger","METHOD","AppArgs","private","static","void","","","","51"
"main","app/src/main/java/de/mkalb/etpetssim/AppLauncher.java","de.mkalb.etpetssim","AppLauncher","CLASS","initAppLocalization","METHOD","AppArgs","private","static","void","","","","74"
"main","app/src/main/java/de/mkalb/etpetssim/AppLauncher.java","de.mkalb.etpetssim","AppLauncher","CLASS","main","METHOD","String[]","package-private","static","void","","","","87"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","determineSimulationType","METHOD","AppArgs, boolean","private","","Optional<SimulationType>","","@SuppressWarnings(""SameParameterValue"")","","53"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","updateStageIcons","METHOD","Stage","private","","void","","","","64"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","switchToSimulation","METHOD","Stage, SimulationType","private","","void","","","","84"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","shutdownCurrentSimulation","METHOD","","private","","void","","","","134"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","awaitPendingTerminations","METHOD","","private","","void","","","","150"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","findScreenContainingStage","METHOD","Stage","private","","Screen","","@SuppressWarnings(""MagicNumber"")","","183"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","adjustStageLayoutToScreen","METHOD","Stage, Region","private","","void","","","","211"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","buildSimulationHeaderNode","METHOD","Stage, SimulationInstance","private","","Node","","","","320"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","start","METHOD","Stage","public","","void","","@Override","","373"
"main","app/src/main/java/de/mkalb/etpetssim/ExtraterrestrialPetsSimulation.java","de.mkalb.etpetssim","ExtraterrestrialPetsSimulation","CLASS","stop","METHOD","","public","","void","","@Override","","403"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","<init>","CONSTRUCTOR","boolean, boolean, String, String, String, String, List<String>","private","","","","@SuppressWarnings(""SameParameterValue"")","","146"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","fromCliArgument","METHOD","String, boolean","public","static","Optional<SimulationType>","","","","170"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","labelResourceKey","METHOD","","public","static","String","","@SuppressWarnings(""SameReturnValue"")","","185"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","isImplemented","METHOD","","public","","boolean","","","","195"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","isShownOnStartScreen","METHOD","","public","","boolean","","","","204"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","titleKey","METHOD","","public","","String","","","","213"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","subtitleKey","METHOD","","public","","String","","","","222"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","urlKey","METHOD","","public","","String","","","","231"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","cssPath","METHOD","","public","","String","","","","240"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","cliArguments","METHOD","","public","","List<String>","","","","249"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","title","METHOD","","public","","String","","","","258"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","subtitle","METHOD","","public","","Optional<String>","","","","267"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","url","METHOD","","public","","Optional<String>","","","","276"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","urlAsURI","METHOD","","public","","Optional<URI>","","","","285"
"main","app/src/main/java/de/mkalb/etpetssim/SimulationType.java","de.mkalb.etpetssim","SimulationType","ENUM","cssUrl","METHOD","","public","","Optional<String>","","","","302"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","<init>","CONSTRUCTOR","String[]","public","","","","","","31"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","parseBooleanValue","METHOD","String, boolean","package-private","static","boolean","","","","73"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","getValue","METHOD","Key","public","","Optional<String>","","","","89"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","getBoolean","METHOD","Key, boolean","public","","boolean","","","","102"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","getInt","METHOD","Key, int","public","","int","","","","119"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","isFlagActive","METHOD","Key","public","","boolean","","","","141"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","hasKey","METHOD","Key","public","","boolean","","","","156"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","keys","METHOD","","public","","Set<Key>","","","","166"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","argumentsAsString","METHOD","","public","","String","","","","175"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs","CLASS","toString","METHOD","","public","","String","","@Override","","195"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs.Key","ENUM","<init>","CONSTRUCTOR","String, String, boolean","private","","","","","","217"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs.Key","ENUM","fromString","METHOD","String","public","static","Optional<Key>","","","","230"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs.Key","ENUM","printHelp","METHOD","Appendable","public","static","void","","","","243"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs.Key","ENUM","key","METHOD","","public","","String","","","","264"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs.Key","ENUM","description","METHOD","","public","","String","","","","273"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppArgs.java","de.mkalb.etpetssim.core","AppArgs.Key","ENUM","isFlag","METHOD","","public","","boolean","","","","282"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","<init>","CONSTRUCTOR","","private","","","","","","33"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","resetForTesting","METHOD","","package-private","static","void","","","","39"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","supportedLocales","METHOD","","public","static","List<CountryLocale>","","","","49"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","isInitialized","METHOD","","public","static synchronized","boolean","","","","58"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","initialize","METHOD","String, Locale","public","static synchronized","void","","","","73"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","initialize","METHOD","String","public","static synchronized","void","","","","94"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","resolveLocaleFromArgument","METHOD","String","package-private","static","Optional<Locale>","","","","110"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","resolveLocaleFromDefault","METHOD","Locale","package-private","static","Optional<Locale>","","","","143"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","locale","METHOD","","public","static","Locale","","","","172"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","bundle","METHOD","","public","static","ResourceBundle","","","","185"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","getText","METHOD","String","public","static","String","","","","200"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","getOptionalText","METHOD","String","public","static","Optional<String>","","","","221"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization","CLASS","getFormattedText","METHOD","String, Object...","public","static","String","","","","248"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization.CountryLocale","ENUM","<init>","CONSTRUCTOR","Locale, String","private","","","","","","290"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization.CountryLocale","ENUM","countryLocale","METHOD","","public","","Locale","","","","308"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization.CountryLocale","ENUM","displayName","METHOD","","public","","String","","","","317"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization.CountryLocale","ENUM","languageCode","METHOD","","public","","String","","","","326"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization.CountryLocale","ENUM","countryCode","METHOD","","public","","String","","","","335"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalization.java","de.mkalb.etpetssim.core","AppLocalization.CountryLocale","ENUM","localeCode","METHOD","","public","","String","","","","344"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLocalizationKeys.java","de.mkalb.etpetssim.core","AppLocalizationKeys","CLASS","<init>","CONSTRUCTOR","","private","","","","","","94"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","<init>","CONSTRUCTOR","","private","","","","","","41"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","initialize","METHOD","LogLevel, boolean, Path","public","static synchronized","void","","","","58"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","isInitialized","METHOD","","public","static synchronized","boolean","","","","70"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","initializeForTesting","METHOD","","public","static synchronized","void","","","","77"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","resetForTesting","METHOD","","package-private","static synchronized","void","","","","87"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","shutdown","METHOD","","public","static synchronized","void","","","","103"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","numberOfHandlersForTesting","METHOD","","package-private","static synchronized","int","","","","117"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","debug","METHOD","String","public","static","void","","","","126"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","debug","METHOD","Supplier<String>","public","static","void","","","","136"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","debugf","METHOD","String, Object...","public","static","void","","","","148"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","info","METHOD","String","public","static","void","","","","158"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","info","METHOD","Supplier<String>","public","static","void","","","","168"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","infof","METHOD","String, Object...","public","static","void","","","","180"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","warn","METHOD","String","public","static","void","","","","190"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","warn","METHOD","Supplier<String>","public","static","void","","","","200"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","warnf","METHOD","String, Object...","public","static","void","","","","212"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","error","METHOD","String","public","static","void","","","","222"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","error","METHOD","Supplier<String>","public","static","void","","","","232"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","errorf","METHOD","String, Object...","public","static","void","","","","244"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","errorf","METHOD","Throwable, String, Object...","public","static","void","","","","257"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","error","METHOD","Throwable, String","public","static","void","","","","270"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger","CLASS","initializeLogger","METHOD","LogLevel, boolean, Path","private","synchronized","void","","","","284"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger.LogLevel","ENUM","fromString","METHOD","String","public","static","Optional<LogLevel>","","","","369"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger.LogLevel","ENUM","toJavaLogLevel","METHOD","","package-private","","Level","","","","383"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger.AppLogFormatter","CLASS","displayThreadName","METHOD","","private","static","String","","","","404"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppLogger.java","de.mkalb.etpetssim.core","AppLogger.AppLogFormatter","CLASS","format","METHOD","LogRecord","public","","String","","@SuppressWarnings(""StringConcatenationMissingWhitespace"") | @Override","","409"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppResources.java","de.mkalb.etpetssim.core","AppResources","CLASS","<init>","CONSTRUCTOR","","private","","","","","","34"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppResources.java","de.mkalb.etpetssim.core","AppResources","CLASS","getBundle","METHOD","Locale","public","static","Optional<ResourceBundle>","","","","44"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppResources.java","de.mkalb.etpetssim.core","AppResources","CLASS","getBundle","METHOD","String, Locale","public","static","Optional<ResourceBundle>","","","","57"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppResources.java","de.mkalb.etpetssim.core","AppResources","CLASS","getCssUrl","METHOD","String","public","static","Optional<String>","","","","76"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppResources.java","de.mkalb.etpetssim.core","AppResources","CLASS","getImage","METHOD","String","public","static","Optional<Image>","","","","95"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppResources.java","de.mkalb.etpetssim.core","AppResources","CLASS","getImages","METHOD","String...","public","static","List<Image>","","","","122"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppResources.java","de.mkalb.etpetssim.core","AppResources","CLASS","getResourceAsStream","METHOD","String","public","static","Optional<InputStream>","","","","140"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppResources.java","de.mkalb.etpetssim.core","AppResources","CLASS","getResourceAsString","METHOD","String, Charset","public","static","Optional<String>","","","","158"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppResources.java","de.mkalb.etpetssim.core","AppResources","CLASS","getResourceAsUrl","METHOD","String","public","static","Optional<URL>","","","","180"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","<init>","CONSTRUCTOR","","private","","","","","","24"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","createAndCheckDirectory","METHOD","Path","private","static","Path","IOException","","","35"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","getOrCreateAppDataDir","METHOD","OperatingSystem","private","static","Path","IOException","","","57"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","getOrCreateLogDir","METHOD","OperatingSystem","private","static","Path","IOException","","","75"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","getOrCreateCacheDir","METHOD","OperatingSystem","private","static","Path","IOException","","","92"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","resolveFileInDirectory","METHOD","Path, String","private","static","Path","IOException","","","107"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","getAppDataFile","METHOD","String, OperatingSystem","public","static","Path","IOException","","","132"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","createAppDataFile","METHOD","String, OperatingSystem","public","static","Path","IOException","","","148"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","deleteAppDataFile","METHOD","String, OperatingSystem","public","static","boolean","IOException","","","164"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","getLogFile","METHOD","String, OperatingSystem","public","static","Path","IOException","","","184"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage","CLASS","createTempCacheFile","METHOD","String, String, OperatingSystem","public","static","Path","IOException","","","200"
"main","app/src/main/java/de/mkalb/etpetssim/core/AppStorage.java","de.mkalb.etpetssim.core","AppStorage.OperatingSystem","ENUM","detect","METHOD","","public","static","OperatingSystem","","","","222"
"main","app/src/main/java/de/mkalb/etpetssim/engine/CellShape.java","de.mkalb.etpetssim.engine","CellShape","ENUM","<init>","CONSTRUCTOR","int, String","private","","","","","","38"
"main","app/src/main/java/de/mkalb/etpetssim/engine/CellShape.java","de.mkalb.etpetssim.engine","CellShape","ENUM","labelResourceKey","METHOD","","public","static","String","","@SuppressWarnings(""SameReturnValue"")","","52"
"main","app/src/main/java/de/mkalb/etpetssim/engine/CellShape.java","de.mkalb.etpetssim.engine","CellShape","ENUM","vertexCount","METHOD","","public","","int","","","","65"
"main","app/src/main/java/de/mkalb/etpetssim/engine/CellShape.java","de.mkalb.etpetssim.engine","CellShape","ENUM","resourceKey","METHOD","","public","","String","","","","76"
"main","app/src/main/java/de/mkalb/etpetssim/engine/EdgeBehavior.java","de.mkalb.etpetssim.engine","EdgeBehavior","ENUM","<init>","CONSTRUCTOR","String","private","","","","","","33"
"main","app/src/main/java/de/mkalb/etpetssim/engine/EdgeBehavior.java","de.mkalb.etpetssim.engine","EdgeBehavior","ENUM","labelResourceKey","METHOD","","public","static","String","","@SuppressWarnings(""SameReturnValue"")","","45"
"main","app/src/main/java/de/mkalb/etpetssim/engine/EdgeBehavior.java","de.mkalb.etpetssim.engine","EdgeBehavior","ENUM","resourceKey","METHOD","","public","","String","","","","57"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isIllegal","METHOD","","public","","boolean","","@SuppressWarnings(""ObjectEquality"")","","46"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isWithinBounds","METHOD","int, int, int, int","public","","boolean","","","","62"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isWithinBounds","METHOD","GridCoordinate, GridCoordinate","public","","boolean","","","","74"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isWithinOriginBounds","METHOD","GridCoordinate","public","","boolean","","","","86"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isXWithinAndYOutOfOriginBounds","METHOD","GridCoordinate","public","","boolean","","","","98"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isYWithinAndXOutOfOriginBounds","METHOD","GridCoordinate","public","","boolean","","","","112"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isXAndYOutOfOriginBounds","METHOD","GridCoordinate","public","","boolean","","","","126"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isEvenColumn","METHOD","","public","","boolean","","","","137"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isOddColumn","METHOD","","public","","boolean","","","","146"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isEvenRow","METHOD","","public","","boolean","","","","155"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isOddRow","METHOD","","public","","boolean","","","","164"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","isTriangleCellPointingDown","METHOD","","public","","boolean","","","","175"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","hasHexagonCellYOffset","METHOD","","public","","boolean","","","","186"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","clampToBounds","METHOD","int, int, int, int","public","","GridCoordinate","","","","201"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","clampToBounds","METHOD","GridCoordinate, GridCoordinate","public","","GridCoordinate","","","","215"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","clampToOriginBounds","METHOD","GridCoordinate","public","","GridCoordinate","","","","228"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","incremented","METHOD","","public","","GridCoordinate","","","","238"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","decremented","METHOD","","public","","GridCoordinate","","","","248"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","offset","METHOD","int, int","public","","GridCoordinate","","","","260"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","offset","METHOD","GridOffset","public","","GridCoordinate","","","","271"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","offsetTo","METHOD","GridCoordinate","public","","GridOffset","","","","284"
"main","app/src/main/java/de/mkalb/etpetssim/engine/GridCoordinate.java","de.mkalb.etpetssim.engine","GridCoordinate","RECORD","compareTo","METHOD","GridCoordinate","public","","int","","@Override","","296"
