source_set,source_path,package_name,declaring_type,declaring_type_kind,member_name,member_kind,parameter_types,visibility,modifiers,return_type,throws_types,annotations,type_parameters,line_number
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","structure","METHOD","","public","","GridStructure","","@Override","","51"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","defaultEntity","METHOD","","public","","T","","@Override","","56"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","getEntity","METHOD","GridCoordinate","public","","T","","@Override","","61"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","isDefaultEntity","METHOD","GridCoordinate","public","","boolean","","@Override","","69"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","isSparse","METHOD","","public","","boolean","","@Override","","77"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","countEntities","METHOD","Predicate<? super T>","public","","long","","@Override","","82"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","nonDefaultCoordinates","METHOD","","public","","Set<GridCoordinate>","","@Override","","99"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","filteredCoordinates","METHOD","Predicate<T>","public","","List<GridCoordinate>","","@Override","","110"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","findRandomDefaultCoordinate","METHOD","Random","public","","Optional<GridCoordinate>","","@Override","","148"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","allCells","METHOD","","public","","List<GridCell<T>>","","@Override","","185"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","nonDefaultCells","METHOD","","public","","List<GridCell<T>>","","@Override","","201"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","filteredCells","METHOD","Predicate<T>","public","","List<GridCell<T>>","","@Override","","215"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","filteredCellsSortedBy","METHOD","Predicate<T>, Comparator<GridCell<T>>","public","","List<GridCell<T>>","","@Override","","255"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","copy","METHOD","","public","","SparseGridModel<T>","","@Override","","262"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","copyWithDefaultEntity","METHOD","","public","","SparseGridModel<T>","","@Override","","269"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","setEntity","METHOD","GridCoordinate, T","public","","void","","@Override","","274"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","setEntityToDefault","METHOD","GridCoordinate","public","","void","","@Override","","286"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","fill","METHOD","T","public","","void","","@Override","","294"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","fill","METHOD","Supplier<T>","public","","void","","@Override","","302"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","fill","METHOD","Function<GridCoordinate, T>","public","","void","","@Override","","318"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","clear","METHOD","","public","","void","","@Override","","335"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","swapInputCellEntities","METHOD","GridCell<T>, GridCell<T>","public","","void","","@Override","","340"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/SparseGridModel.java","de.mkalb.etpetssim.engine.model","SparseGridModel","CLASS","toString","METHOD","","public","","String","","@Override","","366"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","copy","METHOD","","public","","WritableGridModel<T>","","","","28"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","copyWithDefaultEntity","METHOD","","public","","WritableGridModel<T>","","","","35"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","setEntity","METHOD","GridCoordinate, T","public","","void","","","","44"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","setEntity","METHOD","GridCell<T>","public","default","void","","","","55"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","setEntityToDefault","METHOD","GridCoordinate","public","","void","","","","65"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","fill","METHOD","T","public","","void","","","","72"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","fill","METHOD","Supplier<T>","public","","void","","","","80"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","fill","METHOD","Function<GridCoordinate, T>","public","","void","","","","88"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","clear","METHOD","","public","","void","","","","93"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/WritableGridModel.java","de.mkalb.etpetssim.engine.model","WritableGridModel","INTERFACE","swapInputCellEntities","METHOD","GridCell<T>, GridCell<T>","public","","void","","","","107"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/ConstantGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","ConstantGridEntityDescriptorProvider","INTERFACE","descriptorId","METHOD","","public","default","String","","@Override","","15"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntity.java","de.mkalb.etpetssim.engine.model.entity","GridEntity","INTERFACE","isConstant","METHOD","GridEntity","public","static","boolean","","@SuppressWarnings(""ClassReferencesSubclass"")","","18"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntity.java","de.mkalb.etpetssim.engine.model.entity","GridEntity","INTERFACE","descriptorId","METHOD","","public","","String","","","","33"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntity.java","de.mkalb.etpetssim.engine.model.entity","GridEntity","INTERFACE","toDisplayString","METHOD","","public","default","String","","","","48"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptor.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptor","RECORD","emojiAsOptional","METHOD","","public","","Optional<String>","","","","43"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptor.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptor","RECORD","colorAsOptional","METHOD","","public","","Optional<Color>","","","","52"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptor.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptor","RECORD","colorOrFallback","METHOD","","public","","Color","","","","65"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptor.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptor","RECORD","borderColorAsOptional","METHOD","","public","","Optional<Color>","","","","74"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptor.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptor","RECORD","borderColorOrFallback","METHOD","","public","","Color","","","","87"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptor.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptor","RECORD","toDisplayString","METHOD","","public","","String","","","","100"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorProvider","INTERFACE","descriptorId","METHOD","","public","","String","","","","27"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorProvider","INTERFACE","visible","METHOD","","public","","boolean","","","","34"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorProvider","INTERFACE","shortNameKey","METHOD","","public","","String","","","","41"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorProvider","INTERFACE","longNameKey","METHOD","","public","","String","","","","48"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorProvider","INTERFACE","descriptionKey","METHOD","","public","","String","","","","55"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorProvider","INTERFACE","emojiKey","METHOD","","public","","String","","@Nullable","","62"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorProvider","INTERFACE","color","METHOD","","public","","Color","","@Nullable","","70"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorProvider","INTERFACE","borderColor","METHOD","","public","","Color","","@Nullable","","78"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","<init>","CONSTRUCTOR","int","public","","","","","","33"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","of","METHOD","GridEntityDescriptorProvider...","public","static","GridEntityDescriptorRegistry","","","","44"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","ofArray","METHOD","GridEntityDescriptorProvider[]","public","static","GridEntityDescriptorRegistry","","","","55"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","ofCollection","METHOD","Collection<? extends GridEntityDescriptorProvider>","public","static","GridEntityDescriptorRegistry","","","","68"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","registerProviders","METHOD","Iterable<? extends GridEntityDescriptorProvider>","private","","void","","","","74"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","registerProvider","METHOD","GridEntityDescriptorProvider","private","","void","","","","80"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","register","METHOD","String, boolean, String, String, String, String, Color, Color","public","","GridEntityDescriptor","","@SuppressWarnings(""UnusedReturnValue"")","","111"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","findByDescriptorId","METHOD","String","public","","Optional<GridEntityDescriptor>","","","","142"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","requireByDescriptorId","METHOD","String","public","","GridEntityDescriptor","","","","157"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/GridEntityDescriptorRegistry.java","de.mkalb.etpetssim.engine.model.entity","GridEntityDescriptorRegistry","CLASS","toString","METHOD","","public","","String","","@Override","","165"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/SpecBackedGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","SpecBackedGridEntityDescriptorProvider","INTERFACE","descriptorSpec","METHOD","","public","","GridEntityDescriptorSpec","","","","25"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/SpecBackedGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","SpecBackedGridEntityDescriptorProvider","INTERFACE","descriptorId","METHOD","","public","default","String","","@Override","","27"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/SpecBackedGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","SpecBackedGridEntityDescriptorProvider","INTERFACE","visible","METHOD","","public","default","boolean","","@Override","","32"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/SpecBackedGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","SpecBackedGridEntityDescriptorProvider","INTERFACE","shortNameKey","METHOD","","public","default","String","","@Override","","37"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/SpecBackedGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","SpecBackedGridEntityDescriptorProvider","INTERFACE","longNameKey","METHOD","","public","default","String","","@Override","","42"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/SpecBackedGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","SpecBackedGridEntityDescriptorProvider","INTERFACE","descriptionKey","METHOD","","public","default","String","","@Override","","47"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/SpecBackedGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","SpecBackedGridEntityDescriptorProvider","INTERFACE","emojiKey","METHOD","","public","default","String","","@Override | @Nullable","","52"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/SpecBackedGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","SpecBackedGridEntityDescriptorProvider","INTERFACE","color","METHOD","","public","default","Color","","@Override | @Nullable","","57"
"main","app/src/main/java/de/mkalb/etpetssim/engine/model/entity/SpecBackedGridEntityDescriptorProvider.java","de.mkalb.etpetssim.engine.model.entity","SpecBackedGridEntityDescriptorProvider","INTERFACE","borderColor","METHOD","","public","default","Color","","@Override | @Nullable","","62"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellConnectionType.java","de.mkalb.etpetssim.engine.neighborhood","CellConnectionType","ENUM","<init>","CONSTRUCTOR","String","private","","","","","","28"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellConnectionType.java","de.mkalb.etpetssim.engine.neighborhood","CellConnectionType","ENUM","labelResourceKey","METHOD","","public","static","String","","@SuppressWarnings(""SameReturnValue"")","","40"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellConnectionType.java","de.mkalb.etpetssim.engine.neighborhood","CellConnectionType","ENUM","resourceKey","METHOD","","public","","String","","","","52"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighbor.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighbor","RECORD","isEdgeConnection","METHOD","","public","","boolean","","","","33"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighbor.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighbor","RECORD","isVertexConnection","METHOD","","public","","boolean","","","","42"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighbor.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighbor","RECORD","toDisplayString","METHOD","","public","","String","","","","53"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborWithEdgeBehavior.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborWithEdgeBehavior","RECORD","of","METHOD","CellNeighbor, EdgeBehaviorResult","public","static","CellNeighborWithEdgeBehavior","","","","47"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborWithEdgeBehavior.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborWithEdgeBehavior","RECORD","isEdgeConnection","METHOD","","public","","boolean","","","","63"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborWithEdgeBehavior.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborWithEdgeBehavior","RECORD","isVertexConnection","METHOD","","public","","boolean","","","","72"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborWithEdgeBehavior.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborWithEdgeBehavior","RECORD","toDisplayString","METHOD","","public","","String","","","","84"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","<init>","CONSTRUCTOR","","private","","","","","","78"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","maxNeighborCount","METHOD","CellShape, NeighborhoodMode","public","static","int","","","","93"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","maxNeighborCount","METHOD","CellShape, NeighborhoodMode, int","public","static","int","","","","118"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","isCellNeighbor","METHOD","GridCoordinate, GridCoordinate, NeighborhoodMode, CellShape","public","static","boolean","","","","160"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","edgeActionForCoordinate","METHOD","GridCoordinate, GridStructure","public","static","EdgeBehaviorAction","","","","187"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","isValidEdgeCoordinate","METHOD","GridCoordinate, GridStructure","public","static","boolean","","","","232"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","applyEdgeBehaviorToCoordinate","METHOD","GridCoordinate, GridStructure","public","static","EdgeBehaviorResult","","","","252"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","neighborEdgeResults","METHOD","GridCoordinate, NeighborhoodMode, GridStructure","public","static","Collection<EdgeBehaviorResult>","","","","290"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","cellNeighborsIgnoringEdgeBehavior","METHOD","GridCoordinate, NeighborhoodMode, CellShape","public","static","Stream<CellNeighbor>","","","","328"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","cellNeighborWithEdgeBehavior","METHOD","GridCoordinate, NeighborhoodMode, CompassDirection, GridStructure","public","static","Optional<CellNeighborWithEdgeBehavior>","","","","358"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","cellNeighborsWithEdgeBehavior","METHOD","GridCoordinate, NeighborhoodMode, GridStructure","public","static","Map<GridCoordinate, List<CellNeighborWithEdgeBehavior>>","","","","402"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","cellsByRadiusRings","METHOD","GridCoordinate, NeighborhoodMode, GridStructure, int, Function<GridCoordinate, C>","public","static","SortedMap<Integer, SortedMap<GridCoordinate, RadiusRingCell<C>>>","","","C","444"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","coordinatesOfNeighbors","METHOD","GridCoordinate, NeighborhoodMode, CellShape, int","public","static","Set<GridCoordinate>","","","","527"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","cellNeighborDirections","METHOD","GridCoordinate, NeighborhoodMode, CellShape","public","static","Set<CompassDirection>","","","","585"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","getCellNeighborConnections","METHOD","GridCoordinate, NeighborhoodMode, CellShape","package-private","static","List<CellNeighborConnection>","","","","605"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","generateCacheKey","METHOD","GridCoordinate, NeighborhoodMode, CellShape","package-private","static","String","","","","625"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","computeCellNeighborConnections","METHOD","GridCoordinate, NeighborhoodMode, CellShape","package-private","static","List<CellNeighborConnection>","","","","646"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","computeTriangleCellNeighborConnections","METHOD","NeighborhoodMode, boolean","package-private","static","List<CellNeighborConnection>","","","","668"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","computeSquareCellNeighborConnections","METHOD","NeighborhoodMode","package-private","static","List<CellNeighborConnection>","","","","731"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CellNeighborhoods.java","de.mkalb.etpetssim.engine.neighborhood","CellNeighborhoods","CLASS","computeHexagonCellNeighborConnections","METHOD","boolean","package-private","static","List<CellNeighborConnection>","","","","761"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","<init>","CONSTRUCTOR","String, String, int, String","private","","","","","","118"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","labelResourceKey","METHOD","","public","static","String","","@SuppressWarnings(""SameReturnValue"")","","136"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","distance","METHOD","CompassDirection, CompassDirection","public","static","int","","","","153"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","distanceOnRing","METHOD","CompassDirection, CompassDirection, List<CompassDirection>","public","static","int","","","","172"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","abbreviationResourceKey","METHOD","","public","","String","","","","194"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","nameResourceKey","METHOD","","public","","String","","","","203"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","level","METHOD","","public","","int","","","","219"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","arrow","METHOD","","public","","String","","","","235"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","opposite","METHOD","","public","","CompassDirection","","","","244"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","nextClockwise","METHOD","","public","","CompassDirection","","","","253"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","nextCounterClockwise","METHOD","","public","","CompassDirection","","","","262"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","listClockwise","METHOD","","public","","List<CompassDirection>","","","","272"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","listCounterClockwise","METHOD","","public","","List<CompassDirection>","","","","288"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","streamClockwise","METHOD","","public","","Stream<CompassDirection>","","","","304"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/CompassDirection.java","de.mkalb.etpetssim.engine.neighborhood","CompassDirection","ENUM","streamCounterClockwise","METHOD","","public","","Stream<CompassDirection>","","","","315"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/EdgeBehaviorResult.java","de.mkalb.etpetssim.engine.neighborhood","EdgeBehaviorResult","RECORD","toDisplayString","METHOD","","public","","String","","","","33"
"main","app/src/main/java/de/mkalb/etpetssim/engine/neighborhood/NeighborhoodMode.java","de.mkalb.etpetssim.engine.neighborhood","NeighborhoodMode","ENUM","<init>","CONSTRUCTOR","String","private","","","","","","26"
